	Malot_ClotildeMartory	Flaubert_MadameBovary	Gaboriau_Lerouge	Maupassant_PierreJean	Aimard_BanditsArizona	Stolz_TresorNanette	Zola_Nana	sum
m’accompagnez	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
môles	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
galvanise	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mûre	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
galsuinde	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
galopé	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
galops	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
galopins	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
galopade	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
m’a-t	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
m’accepteriez	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
m’accompagnes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
m’accuse	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
méthodes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
m’adore	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
m’adresse	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
m’affirmes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
m’agacer	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
m’agaçait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
galonnée	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
m’aimais	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
galilée	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
m’aimer	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
galeux	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
galetas	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
galvanisé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
galveston	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mîmes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gambade	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
méthodique	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
garanties	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
méthodiques	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
garangeot	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
garagnon	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
métrique	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
métronome	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mêla	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
gantées	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ganterie	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ganses	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mêlent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gangrène	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mêlerait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mêlez	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mêliez	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
mêlât	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mêlèrent	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gangrenée	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ganaches	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gamineries	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gaminerie	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gambades	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
motivât	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
goélettes	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
goûte	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
milan	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
générales	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
génies	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gémissant	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mignarde	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gémissait-il	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gémis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mignons	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gémi	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gélatine	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
géantes	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mil	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mile	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gâtaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
milice	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
milices	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gènes	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
milieux	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gâtés	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
gâtèrent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
millier	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
millimètres	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gâtes	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gâterez	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gâterait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
généralités	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
mielleuse	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
générosités	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
géographique	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
meurtries	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meurtrir	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
meurtris	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meurtrissant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meurtrissure	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gênerait	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gênerais	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
meute	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gênera	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mexicaines	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gênants	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gênante	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gênait-elle	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gérer	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gérant	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mi-clos	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mi-côte	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mi-fermés	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mi-septembre	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
géologiques	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
miaulement	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
miaulements	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
michoacan	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gâtent	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gâta	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gênions	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mirliflores	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
minutieux	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
minée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
minéraux	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guérets	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guy-louis-marie-albert	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
guitares	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
miraculeux	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mirage	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
miraient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mirait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mirette	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mirliton	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mimer	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guindée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guimpe	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guimbarde	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
miroitements	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guillotiné	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
miroton	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
misaine	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
guilledou	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
misereatur	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guigné	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guignon	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
guérine	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guérira	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
guérirait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
minois	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
gâché	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gâcheuses	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gâcherait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mina	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
minable	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
minarets	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gâcher	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
minauder	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gâche	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
minci	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gypse	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
gypaète	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gynécée	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
minette	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mineurs	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
guête	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
miniatures	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guêpe	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
minimum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
guérisseurs	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guérisons	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
minière	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
minno	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
meurtriers	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
meurtrie	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
missionnaires	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
harassé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mentionné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mentirai	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
harnachés	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
harnaché	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
haridelle	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
menues	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
harceler	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
menés	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
harcelaient	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mercenaires	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
harassée	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mercière	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
haletantes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hantera	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mercuriale	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
hampshire	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
merisier	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hameçons	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
hamac	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
halés	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
haltes	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hallucination	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
hallucinait	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
halle	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mentionne	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hasardant	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
menteurs	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mentant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
menacées	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
menacés	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
havanaises	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
menaça-t-il	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
menaçai	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
menaçaient	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
haut-le-corps	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
haussé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mendiant	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mendiante	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mendicité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mendient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mendier	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mendié	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hasardées	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hasardé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
hasardent	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mensongères	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
mensuelle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mentais	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
hasarde	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mentait-il	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mentale	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
hall	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mesdames	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
meurtri	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
habilleraient	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mettriez	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
habitable	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habit-veste	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
meubla	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
meublaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meublait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
meublant	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
habillées	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
meubler	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habilleuses	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meublées	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meuglement	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
halage	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
habillent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habillement	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habillait	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habillai	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
habilla-t-elle	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
habilla	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
meursault	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gîtes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
meurt-de-faim	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gênées	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
meurtres	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
habitant	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mettrais	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mettraient	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
habiterait	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mesquinerie	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mesquines	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mesquins	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
haines	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
messagère	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
messeigneurs	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
hachées	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
hachesto	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hacher	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hachait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
habra	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
habitées	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mesurez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
met-il	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
metella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
habitua	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habitons	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
mettait-elle	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
habitions	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
habitiez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
habiterez	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mettez-le	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mettions	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
missel	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
missions	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
goûtez	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grelottantes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grenouilles	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grenouille	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
montreurs	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grenelle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montrât	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grenadier	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grenades	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
montréal	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
greluchon	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grelotter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grelotte	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montées	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moquerez	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gredines	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gravés	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gravé	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gravit	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
monuments	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gravissant	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gravirent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
graver	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
gravelle	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
moque-t-elle	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gratuites	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montrerez	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
grevée	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montrerais	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
gribouillé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montchauvet	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grimacière	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monte-t-elle	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grillés	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
grillée	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
monterais	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
monteras	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
monterez	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
monteront	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
montes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grillé	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
montezuma	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
montions	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
montlhéry	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grillons	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
montmorency	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
montons-nous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
montparnasse	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grigous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grignotait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grignota	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
griefs	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
montrera	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gratter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
gratifications	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
montants	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grabuge	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mores	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
moribonde	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
graissait	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
graissa	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
graines	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
morriche	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
graine	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
graduellement	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
gradations	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
graciée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mortelles	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mortier	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
granges	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mortiers	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mortification	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
goûtés	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mortuaires	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
morue	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
morveuse	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
goûtée	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mosaïque	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mosaïques	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moscou	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mosnier	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
morella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
morel	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mordus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
mordue	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grange-batelière	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grand’mère	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grandissent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
moqué	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grandis	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
moralement	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
grandiront	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
moralisant	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
moralisation	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
grande-chaussée	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
morbide	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
morbidesse	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grand-officier	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grand-maman	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grand-esprit	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grand-croix	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
mordillaient	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
grand-central	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
mordillant	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
