	Dickens_Cricket_0	Dickens_Cricket_1	Dickens_Cricket_2	Dickens_Cricket_3	Dickens_Cricket_4	Dickens_Cricket_5	Dickens_Cricket_6	Dickens_Cricket_7	Dickens_Cricket_8	Dickens_Cricket_sum
sit_VVB_sit	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
awake_AJ0_awake	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
privileges_NN2_privilege	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
proving_VVG_prove|proving	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
devotion_NN1_devotion	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
tearful_AJ0_tearful	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
stages_NN2_stage	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hook_NN1_hook	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
crook_NN1_crook	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
dressing_NN1_dress|dressing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
rationally_AV0_rationally	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
touch_NN1_touch	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
tiptop_AJ0_tiptop	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
challenging_VVG_challenge|challenging	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
beats_VVZ_beat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
roughness_NN1_roughness	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
brisk_AJ0_brisk	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cloak_VVI_cloak	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
close_AV0_close	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
stealing_VVG_steal|stealing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
draw_VVI_draw	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
invention_NN1_invention	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pensively_AV0_pensively	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
darker_AJC_dark	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
equal_VVI_equal	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
warning_NN1_warning|warn	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pressure_NN1_pressure	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
coughed_VVD_cough	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hammered_VVN_hammer|hammered	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sparkling_AJ0_sparkle|sparkling	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
resource_NN1_resource	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Our_DPS_we	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hearing_NN1_hearing|hear	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fervency_NN1_fervency	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
motives_NN2_motive	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pure_AJ0_pure	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
endure_VVI_endure	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
deceit_NN1_deceit	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
benevolent_AJ0_benevolent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Honest_AJ0_honest	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
manly_AJ0_manly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
con-founded_AJ0_con-founded	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Peerybingles_NN2_Peerybingles	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lies_NN2_lie	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
form_VVI_form	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
halfpence_NN1_halfpence	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
opens_VVZ_open	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
staircase_NN1_staircase	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
rooms_NN2_room	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
calling_NN1_calling|call	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
deluding_VVG_delude	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
swindling_VVG_swindle	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Tired_AJ0_tired	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
echoed_VVD_echo	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
burst_NN1_burst	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
tire_VVI_tire	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
involuntary_AJ0_involuntary	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
imitation_NN1_imitation	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
half-length_AJ0_half-length	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
stretching_AJ0_stretch|stretching	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
yawning_AJ0_yawning|yawn	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
eternal_AJ0_eternal	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
upwards_AV0_upwards	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fragment_NN1_fragment	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacchanalian_AJ0_bacchanalian	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
assumption_NN1_assumption	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Devil-may-care_AJ0_devil-may-care	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
thousand_CRD_thousand	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sixpenn'orth_NN1_sixpenn'orth	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
identity_NN1_identity	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
sleep-walker_NN1_sleep-walker	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
around_PRP_around	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
So_CJS_so	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
clothes-line_NN1_clothes-line	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dry_VVI_dry	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fashionable_AJ0_fashionable	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Too_AV0_too	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
brightening_AJ0_brightening|brighten	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
swell_NN1_swell	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
beggar_NN1_beggar	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Happy_AJ0_happy	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
exultation_NN1_exultation	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
clasping_VVG_clasp	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Made_VVN_make	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
loose_VVB_loose	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
glee_NN1_glee	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
137_CRD_137	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
crossed_VVN_cross	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
footfall_NN1_footfall	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
counterfeited_VVD_counterfeit	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heaviest_AJS_heavy	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
courageous_AJ0_courageous	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
bewilderment_NN1_bewilderment	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
originated_VVN_originate	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
confused_VVN_confuse|confused	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
138_CRD_138	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Nobody_PNI_nobody	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
termed_VVN_term	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
singing_NN1_singing|sing	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
vacantly_AV0_vacantly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
agent_NN1_agent	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fall_VVB_fall	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
merits_NN2_merit	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
even_AJ0_even	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
chance_NN1_chance	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
rose-tree_AJ0_rose-tree	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forged_VVN_forge|forged	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
deception_NN1_deception	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
suspecting_VVG_suspect	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
denied_VVD_deny	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
assuming_VVG_assume|assuming	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
nonce_NN1_nonce	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
guide_VVI_guide	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
eagerly_AV0_eagerly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
darkened_AJ0_darkened|darken	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
listening_AJ0_listening|listen	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
140_CRD_140	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
what's-her-name_NN2_what's-her-name	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
spoilt_AJ0_spoil|spoilt	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
distaste_NN1_distaste	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
concern_NN1_concern	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fixed_AJ0_fixed|fix	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hooked_VVN_hook	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mufflers_NN2_muffler	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
strait-waistcoat_NN1_strait-waistcoat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
growl_NN1_growl	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Hardly_AV0_hardly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
smiled_VVD_smile	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grumbled_VVD_grumble	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
owl_NN1_owl	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
extent_NN1_extent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
founded_VVD_found	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
consciously_AV0_consciously	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
grudging_AJ0_grudging	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
releasing_VVG_release	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fervent_AJ0_fervent	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
139_CRD_139	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
arrive_VVI_arrive	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pillow_NN1_pillow	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Red_AJ0_red	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mornings_NN2_morning	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
evenings_NN2_evening	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Caleb_NN1_caleb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
woeful_AJ0_woeful	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
employer_NN1_employer	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
walking_NN1_walking|walk	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cheer_VVI_cheer	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bedlam_NP0_bedlam	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
unexpectedly_AV0_unexpectedly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hustled_VVD_hustle	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
whit_VVB_whit	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
packages_NN2_package	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
numerous_AJ0_numerous	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
stoppages_NN2_stoppage	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
means_VVZ_mean	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
inexhaustible_AJ0_inexhaustible	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
directions_NN2_direction	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Likewise_AV0_likewise	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
articles_NN2_article	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
carry_VVI_carry	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
required_VVD_require|required	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
discussed_VVN_discuss	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
adjustment_NN1_adjustment	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
councils_NN2_council	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
holden_NN1_holden	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
senders_NN2_sender	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
usually_AV0_usually	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
assisted_VVN_assist	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
closest_AJS_close	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sages_NN2_sage	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hoarse_AJ0_hoarse	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
incidents_NN2_incident	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
amused_AJ0_amused|amuse	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
open-eyed_AJ0_open-eyed	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
spectatress_NN1_spectatress	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
errand_NN1_errand	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
somebodies_NN2_somebody	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
portrait_NN1_portrait	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
accompanied_VVN_accompany	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
approaching_VVG_approach|approaching	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pricked_VVD_prick	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
inquisitively_AV0_inquisitively	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
knob_NN1_knob	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
back-settlements_NN2_back-settlements	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
elsewhere_AV0_elsewhere	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
turnings_NN2_turning	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
wells_NN2_well	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
bolting_VVG_bolt|bolting	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cottages_NN2_cottage	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
dashing_VVG_dashing|dash	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Dame_NP0_dame	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Schools_NN2_school	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fluttering_VVG_flutter|fluttering	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pigeons_NN2_pigeon	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
magnifying_VVG_magnify	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
tails_NN2_tail	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cats_NN2_cat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
trotting_VVG_trot	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
public-houses_NN2_public-house	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
customer_NN1_customer	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Wherever_AVQ_wherever	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
forthwith_AV0_forthwith	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
148_CRD_148	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
framed_VVN_frame|framed	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
simmered_VVD_simmer	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
waved_VVD_wave	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
blighted_AJ0_blighted|blight	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
garlands_NN2_garland	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
discouragement_NN1_discouragement	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
contemplate_VVI_contemplate	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
greener_AJC_green	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
expectancy_NN1_expectancy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
river_NN1_river	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
chilly_AJ0_chilly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
moving_VVG_move|moving	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
canal_NN1_canal	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
torpid_AJ0_torpid	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
freeze_VVI_freeze	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fairly_AV0_fairly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
skating_VVG_skate	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
barges_NN2_barge	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
frozen_VVN_freeze|frozen	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
wharf_NN1_wharf	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
smoke_VVI_smoke	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
chimney-pipes_NN2_chimney-pipes	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lazy_AJ0_lazy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
mound_NN1_mound	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
weeds_NN2_weed	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
stubble_NN1_stubble	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
multitude_NN1_multitude	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
tangled_AJ0_tangled|tangle	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lack_NN1_lack	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
glided_VVD_glide	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
nudgings_NN2_nudgings	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
glancings_NN2_glancings	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
whisperings_NN2_whispering	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
envyings_NN2_envyings	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
proud_AJ0_proud	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
admired_VVD_admire	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
trip_NN1_trip	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
foggy_AJ0_foggy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
January_NP0_january	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
decidedly_AV0_decidedly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
deemed_VVD_deem	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
joys_NN2_joy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
crowning_AJ0_crowning|crown	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
earthly_AJ0_earthly	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sworn_VVN_swear|sworn	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
sound_VVB_sound	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
respects_NN2_respect	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
astonishing_AJ0_astonishing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
thicker_AJC_thick	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Fairyrings_NN2_Fairyrings	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
patches_NN2_patch	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
lingering_AJ0_lingering	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
shade_NN1_shade	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
fowls_NN2_fowl	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Everybody_PNI_everybody	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Christians_NN2_christian	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
nankeen_AJ0_nankeen	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
pie_NN1_pie	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
toll_NN1_toll	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Turnpike_NN1_turnpike	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Trust_NN1_trust	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
impatient_AJ0_impatient	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
